timestamp,temperatura,umidade_solo,ph_solo,nitrogenio,fosforo,potassio,irrigacao_ativa,cultura,volume_irrigacao_recomendado,dosagem_n_recomendada,dosagem_p_recomendada,dosagem_k_recomendada,rendimento_estimado
2025-11-25 20:18:32.610438,21.7,53.1,5.35,0,1,1,0,milho,2.7,12,0,0,3547.0
2025-11-25 20:18:37.610438,22.1,54.0,5.5,0,1,1,0,milho,2.6,12,0,0,3579.0
2025-11-25 20:18:42.610438,22.1,54.2,5.24,0,0,0,0,milho,2.6,12,8,10,2227.0
2025-11-25 20:18:47.610438,21.7,52.6,5.4,0,0,0,0,milho,2.7,12,8,10,2625.0
2025-11-25 20:18:52.610438,22.7,53.2,5.56,1,1,1,0,milho,2.7,0,0,0,6178.0
2025-11-25 20:18:57.610438,22.4,54.1,5.74,0,1,1,0,milho,2.6,12,0,0,3797.0
2025-11-25 20:19:02.610438,21.3,51.3,5.38,1,1,1,0,milho,2.9,0,0,0,4807.0
2025-11-25 20:19:07.610438,21.7,51.8,5.51,1,0,0,0,milho,2.8,0,8,10,4206.0
2025-11-25 20:19:12.610438,22.2,50.5,5.42,1,0,1,0,milho,2.9,0,8,0,4217.0
2025-11-25 20:19:17.610438,21.9,49.9,5.35,1,1,1,0,milho,3.0,0,0,0,4488.0
2025-11-25 20:19:22.610438,21.4,54.0,5.44,0,1,0,0,milho,2.6,12,0,10,2404.0
2025-11-25 20:19:27.610438,22.4,46.1,5.58,1,0,0,0,milho,3.4,0,8,10,2936.0
2025-11-25 20:19:32.610438,21.3,48.4,5.5,0,0,1,0,milho,3.2,12,8,0,3552.0
2025-11-25 20:19:37.610438,22.1,45.6,5.36,1,1,0,0,milho,3.4,0,0,10,4214.0
2025-11-25 20:19:42.610438,22.4,47.6,5.52,0,1,1,0,milho,3.2,12,0,0,2133.0
2025-11-25 20:19:47.610438,21.5,48.2,5.55,0,0,0,0,milho,3.2,12,8,10,3111.0
2025-11-25 20:19:52.610438,21.4,46.6,5.55,0,0,0,0,milho,3.3,12,8,10,1187.0
2025-11-25 20:19:57.610438,21.9,44.7,5.71,0,1,1,0,milho,3.5,12,0,0,2982.0
2025-11-25 20:20:02.610438,22.0,45.3,5.49,1,0,0,0,milho,3.5,0,8,10,2940.0
2025-11-25 20:20:07.610438,21.4,43.7,5.41,1,1,1,0,milho,3.6,0,0,0,3950.0
2025-11-25 20:20:12.610438,21.7,42.9,5.47,1,0,1,0,milho,3.7,0,8,0,3614.0
2025-11-25 20:20:17.610438,22.5,42.2,5.34,0,0,0,0,milho,3.8,12,8,10,2475.0
2025-11-25 20:20:22.610438,22.1,46.3,5.59,0,1,1,0,milho,3.4,12,0,0,2824.0
2025-11-25 20:20:27.610438,22.5,44.4,5.56,1,1,0,0,milho,3.6,0,0,10,3713.0
2025-11-25 20:20:32.610438,22.1,41.7,5.52,0,0,0,0,milho,3.8,12,8,10,1803.0
2025-11-25 20:20:37.610438,22.0,44.1,5.39,0,1,1,0,milho,3.6,12,0,0,3980.0
2025-11-25 20:20:42.610438,22.2,43.0,5.38,1,0,0,0,milho,3.7,0,8,10,3116.0
2025-11-25 20:20:47.610438,21.9,39.8,5.49,1,1,1,1,milho,7.0,0,0,0,3548.0
2025-11-25 20:20:52.610438,21.8,45.1,5.67,0,0,0,1,milho,3.5,12,8,10,2891.0
2025-11-25 20:20:57.610438,22.2,45.6,5.53,0,0,1,1,milho,3.4,12,8,0,3231.0
2025-11-25 20:21:02.610438,22.2,44.5,5.37,0,1,1,1,milho,3.5,12,0,0,3817.0
2025-11-25 20:21:07.610438,22.0,48.9,5.42,0,0,0,1,milho,3.1,12,8,10,1912.0
2025-11-25 20:21:12.610438,22.3,54.1,5.52,0,1,0,1,milho,2.6,12,0,10,3867.0
2025-11-25 20:21:17.610438,21.8,55.6,5.68,1,1,0,1,milho,2.4,0,0,10,3640.0
2025-11-25 20:21:22.610438,22.8,57.1,5.62,0,1,0,1,milho,2.3,12,0,10,2899.0
2025-11-25 20:21:27.610438,20.9,57.2,5.41,0,1,0,1,milho,2.3,12,0,10,3543.0
2025-11-25 20:21:32.610438,22.4,66.2,5.59,1,0,1,1,milho,1.4,0,8,0,3935.0
2025-11-25 20:21:37.610438,22.6,63.2,5.69,0,1,1,1,milho,1.7,12,0,0,4239.0
2025-11-25 20:21:42.610438,22.0,64.8,5.63,0,1,1,1,milho,1.5,12,0,0,4562.0
2025-11-25 20:21:47.610438,22.1,65.3,5.3,0,0,1,1,milho,1.5,12,8,0,4623.0
2025-11-25 20:21:52.610438,22.1,64.1,5.5,1,0,1,1,milho,1.6,0,8,0,5392.0
2025-11-25 20:21:57.610438,22.1,67.9,5.45,0,0,0,1,milho,1.2,12,8,10,1809.0
2025-11-25 20:22:02.610438,21.8,70.6,5.43,1,0,1,1,milho,0.0,0,8,0,3841.0
2025-11-25 20:22:07.610438,21.8,72.0,5.46,0,1,1,1,milho,0.0,12,0,0,3344.0
2025-11-25 20:22:12.610438,22.4,77.9,5.49,0,1,1,0,milho,0.0,12,0,0,3134.0
2025-11-25 20:22:17.610438,23.0,74.0,5.71,1,1,1,0,milho,0.0,0,0,0,3586.0
2025-11-25 20:22:22.610438,22.0,72.4,5.42,0,0,1,0,milho,0.0,12,8,0,3262.0
2025-11-25 20:22:27.610438,22.2,74.5,5.67,0,0,1,0,milho,0.0,12,8,0,2701.0
2025-11-25 20:22:32.610438,22.7,73.9,5.49,0,1,1,0,milho,0.0,12,0,0,3427.0
2025-11-25 20:22:37.610438,21.7,72.9,5.5,0,0,1,0,milho,0.0,12,8,0,2630.0
2025-11-25 20:22:42.610438,22.1,74.5,5.54,1,0,0,0,milho,0.0,0,8,10,2907.0
2025-11-25 20:22:47.610438,21.9,71.5,5.52,0,0,1,0,milho,0.0,12,8,0,2137.0
2025-11-25 20:22:52.610438,22.0,71.9,5.38,0,1,0,0,milho,0.0,12,0,10,1567.0
2025-11-25 20:22:57.610438,23.0,67.9,5.43,1,1,1,0,milho,1.2,0,0,0,5248.0
2025-11-25 20:23:02.610438,22.5,72.2,5.63,0,1,1,0,milho,0.0,12,0,0,3226.0
2025-11-25 20:23:07.610438,22.6,70.3,5.54,0,1,1,0,milho,0.0,12,0,0,2990.0
2025-11-25 20:23:12.610438,21.7,67.2,5.44,0,0,0,0,milho,1.3,12,8,10,3202.0
2025-11-25 20:23:17.610438,21.9,72.6,5.47,0,1,0,0,milho,0.0,12,0,10,2272.0
2025-11-25 20:23:22.610438,21.6,70.4,5.39,0,1,1,0,milho,0.0,12,0,0,2810.0
2025-11-25 20:23:27.610438,22.4,65.1,5.55,1,1,1,0,milho,1.5,0,0,0,4847.0
2025-11-25 20:23:32.610438,22.5,66.0,5.31,0,1,0,0,milho,1.4,12,0,10,2973.0
2025-11-25 20:23:37.610438,21.4,67.0,5.78,0,1,0,0,milho,1.3,12,0,10,3401.0
2025-11-25 20:23:42.610438,22.2,68.1,5.58,1,0,1,0,milho,1.2,0,8,0,3690.0
2025-11-25 20:23:47.610438,21.5,64.7,5.65,0,1,0,0,milho,1.5,12,0,10,3148.0
2025-11-25 20:23:52.610438,22.8,62.7,5.32,0,1,1,0,milho,1.7,12,0,0,4236.0
2025-11-25 20:23:57.610438,22.1,62.7,5.48,0,1,0,0,milho,1.7,12,0,10,2616.0
2025-11-25 20:24:02.610438,21.0,59.2,5.58,1,1,1,0,milho,2.1,0,0,0,3827.0
2025-11-25 20:24:07.610438,21.8,64.5,5.63,1,0,1,0,milho,1.5,0,8,0,4443.0
2025-11-25 20:24:12.610438,22.2,64.4,5.55,0,1,1,0,milho,1.6,12,0,0,3976.0
2025-11-25 20:24:17.610438,21.9,57.8,5.6,0,0,0,0,milho,2.2,12,8,10,2017.0
2025-11-25 20:24:22.610438,21.0,61.0,5.43,1,1,1,0,milho,1.9,0,0,0,5454.0
2025-11-25 20:24:27.610438,22.3,60.2,5.48,1,1,1,0,milho,2.0,0,0,0,5612.0
2025-11-25 20:24:32.610438,22.5,59.4,5.47,0,0,1,0,milho,2.1,12,8,0,2356.0
2025-11-25 20:24:37.610438,21.2,59.5,5.54,1,1,1,0,milho,2.0,0,0,0,4511.0
2025-11-25 20:24:42.610438,22.2,59.2,5.68,1,0,1,0,milho,2.1,0,8,0,3557.0
2025-11-25 20:24:47.610438,21.8,59.3,5.52,0,1,1,0,milho,2.1,12,0,0,4005.0
2025-11-25 20:24:52.610438,21.6,57.6,5.68,1,0,1,0,milho,2.2,0,8,0,3770.0
2025-11-25 20:24:57.610438,22.2,56.5,5.41,1,1,0,0,milho,2.3,0,0,10,3627.0
2025-11-25 20:25:02.610438,22.1,58.8,5.41,1,1,0,0,milho,2.1,0,0,10,4771.0
2025-11-25 20:25:07.610438,22.2,56.2,5.41,0,0,0,0,milho,2.4,12,8,10,2039.0
2025-11-25 20:25:12.610438,22.7,57.4,5.63,0,1,1,0,milho,2.3,12,0,0,3666.0
2025-11-25 20:25:17.610438,22.6,55.6,5.54,0,1,1,0,milho,2.4,12,0,0,4731.0
2025-11-25 20:25:22.610438,21.8,56.9,5.47,0,0,1,0,milho,2.3,12,8,0,2932.0
2025-11-25 20:25:27.610438,21.5,56.0,5.3,0,0,0,0,milho,2.4,12,8,10,1803.0
2025-11-25 20:25:32.610438,22.0,53.1,5.45,1,1,1,0,milho,2.7,0,0,0,4261.0
2025-11-25 20:25:37.610438,21.6,53.5,5.55,1,0,1,0,milho,2.6,0,8,0,4521.0
2025-11-25 20:25:42.610438,22.4,52.9,5.61,1,0,0,0,milho,2.7,0,8,10,3129.0
2025-11-25 20:25:47.610438,21.9,53.4,5.56,0,0,1,0,milho,2.7,12,8,0,3436.0
2025-11-25 20:25:52.610438,23.0,52.4,5.44,1,0,1,0,milho,2.8,0,8,0,5388.0
2025-11-25 20:25:57.610438,23.3,50.2,5.42,0,1,1,0,milho,3.0,12,0,0,4185.0
2025-11-25 20:26:02.610438,22.3,55.2,5.7,1,0,0,0,milho,2.5,0,8,10,2862.0
2025-11-25 20:26:07.610438,21.9,55.8,5.13,1,1,0,0,milho,2.4,0,0,10,4442.0
2025-11-25 20:26:12.610438,22.8,51.4,5.49,1,1,1,0,milho,2.9,0,0,0,5059.0
2025-11-25 20:26:17.610438,21.3,49.6,5.54,1,1,1,0,milho,3.0,0,0,0,3186.0
2025-11-25 20:26:22.610438,22.9,43.4,5.37,0,1,0,0,milho,3.7,12,0,10,2192.0
2025-11-25 20:26:27.610438,21.5,49.0,5.52,0,1,1,0,milho,3.1,12,0,0,3461.0
2025-11-25 20:26:32.610438,21.6,49.1,5.61,1,1,1,0,milho,3.1,0,0,0,3660.0
2025-11-25 20:26:37.610438,22.7,48.2,5.41,0,1,0,0,milho,3.2,12,0,10,3007.0
2025-11-25 20:26:42.610438,21.0,45.1,5.55,0,1,0,0,milho,3.5,12,0,10,1798.0
2025-11-25 20:26:47.610438,22.3,47.8,5.46,0,1,1,0,milho,3.2,12,0,0,4047.0
2025-11-25 20:26:52.610438,21.7,47.3,5.51,0,1,0,0,milho,3.3,12,0,10,1801.0
2025-11-25 20:26:57.610438,21.9,46.8,5.64,0,0,1,0,milho,3.3,12,8,0,3223.0
2025-11-25 20:27:02.610438,21.3,49.9,5.59,1,0,0,0,milho,3.0,0,8,10,4052.0
2025-11-25 20:27:07.610438,22.0,42.5,5.46,0,0,1,0,milho,3.8,12,8,0,1878.0
2025-11-25 20:27:12.610438,22.2,45.8,5.54,1,1,1,0,milho,3.4,0,0,0,3649.0
2025-11-25 20:27:17.610438,22.3,44.6,5.49,0,1,1,0,milho,3.5,12,0,0,3655.0
2025-11-25 20:27:22.610438,22.1,41.9,5.63,0,1,0,0,milho,3.8,12,0,10,3290.0
2025-11-25 20:27:27.610438,21.8,42.0,5.38,0,0,1,0,milho,3.8,12,8,0,3011.0
2025-11-25 20:27:32.610438,22.3,44.1,5.51,0,1,0,0,milho,3.6,12,0,10,1582.0
2025-11-25 20:27:37.610438,22.2,40.3,5.53,0,0,0,0,milho,4.0,12,8,10,2326.0
2025-11-25 20:27:42.610438,21.4,43.8,5.44,0,1,1,0,milho,3.6,12,0,0,3067.0
2025-11-25 20:27:47.610438,21.5,39.8,5.43,0,0,0,1,milho,7.0,12,8,10,2229.0
2025-11-25 20:27:52.610438,22.2,41.1,5.49,0,1,0,1,milho,3.9,12,0,10,2062.0
2025-11-25 20:27:57.610438,22.1,46.9,5.49,1,0,1,1,milho,3.3,0,8,0,2069.0
2025-11-25 20:28:02.610438,21.4,49.5,5.47,0,1,1,1,milho,3.0,12,0,0,3815.0
2025-11-25 20:28:07.610438,22.5,51.9,5.54,0,1,0,1,milho,2.8,12,0,10,2947.0
2025-11-25 20:28:12.610438,22.1,51.5,5.5,0,0,1,1,milho,2.8,12,8,0,3116.0
2025-11-25 20:28:17.610438,22.0,54.9,5.41,1,1,1,1,milho,2.5,0,0,0,5159.0
2025-11-25 20:28:22.610438,22.8,59.3,5.53,1,1,0,1,milho,2.1,0,0,10,3537.0
2025-11-25 20:28:27.610438,21.3,57.8,5.54,0,1,1,1,milho,2.2,12,0,0,4087.0
2025-11-25 20:28:32.610438,22.4,57.7,5.27,0,1,1,1,milho,2.2,12,0,0,5321.0
2025-11-25 20:28:37.610438,21.7,62.5,5.65,0,1,1,1,milho,1.8,12,0,0,3640.0
2025-11-25 20:28:42.610438,22.0,62.8,5.47,0,1,0,1,milho,1.7,12,0,10,3527.0
2025-11-25 20:28:47.610438,22.7,66.3,5.48,0,1,0,1,milho,1.4,12,0,10,2980.0
2025-11-25 20:28:52.610438,21.1,65.5,5.68,1,1,1,1,milho,1.4,0,0,0,4874.0
2025-11-25 20:28:57.610438,22.1,68.9,5.51,0,0,0,1,milho,1.1,12,8,10,3497.0
2025-11-25 20:29:02.610438,22.3,77.0,5.52,1,1,1,0,milho,0.0,0,0,0,4107.0
2025-11-25 20:29:07.610438,20.8,69.1,5.59,0,1,1,0,milho,1.1,12,0,0,4730.0
2025-11-25 20:29:12.610438,22.9,69.1,5.61,1,0,0,0,milho,1.1,0,8,10,4264.0
2025-11-25 20:29:17.610438,23.0,70.8,5.66,0,1,1,0,milho,0.0,12,0,0,3027.0
2025-11-25 20:29:22.610438,21.8,70.5,5.58,0,0,0,0,milho,0.0,12,8,10,1867.0
2025-11-25 20:29:27.610438,22.3,66.6,5.5,0,1,1,0,milho,1.3,12,0,0,4414.0
2025-11-25 20:29:32.610438,22.8,66.6,5.63,0,1,1,0,milho,1.3,12,0,0,3317.0
2025-11-25 20:29:37.610438,20.9,65.6,5.59,1,1,1,0,milho,1.4,0,0,0,5561.0
2025-11-25 20:29:42.610438,22.1,64.6,5.67,1,1,0,0,milho,1.5,0,0,10,3711.0
2025-11-25 20:29:47.610438,22.3,69.0,5.49,1,1,1,0,milho,1.1,0,0,0,5025.0
2025-11-25 20:29:52.610438,22.2,66.8,5.57,0,1,0,0,milho,1.3,12,0,10,3516.0
2025-11-25 20:29:57.610438,22.1,62.7,5.6,1,1,1,0,milho,1.7,0,0,0,4718.0
2025-11-25 20:30:02.610438,21.2,65.1,5.62,0,0,1,0,milho,1.5,12,8,0,3116.0
2025-11-25 20:30:07.610438,22.5,63.5,5.49,0,1,0,0,milho,1.6,12,0,10,2335.0
2025-11-25 20:30:12.610438,22.3,66.0,5.43,1,1,1,0,milho,1.4,0,0,0,5009.0
2025-11-25 20:30:17.610438,22.5,65.6,5.56,0,1,1,0,milho,1.4,12,0,0,4006.0
2025-11-25 20:30:22.610438,22.7,63.8,5.42,0,1,1,0,milho,1.6,12,0,0,3895.0
2025-11-25 20:30:27.610438,22.0,60.7,5.49,0,0,0,0,milho,1.9,12,8,10,2685.0
2025-11-25 20:30:32.610438,21.5,62.0,5.49,0,1,1,0,milho,1.8,12,0,0,3881.0
2025-11-25 20:30:37.610438,21.8,60.4,5.5,1,1,1,0,milho,2.0,0,0,0,4636.0
2025-11-25 20:30:42.610438,21.9,59.6,5.39,1,1,1,0,milho,2.0,0,0,0,4860.0
2025-11-25 20:30:47.610438,22.7,62.8,5.68,0,1,0,0,milho,1.7,12,0,10,2853.0
2025-11-25 20:30:52.610438,21.7,62.2,5.52,1,1,1,0,milho,1.8,0,0,0,5054.0
2025-11-25 20:30:57.610438,22.4,61.5,5.48,0,0,0,0,milho,1.8,12,8,10,1392.0
2025-11-25 20:31:02.610438,22.2,61.1,5.57,0,0,0,0,milho,1.9,12,8,10,2701.0
2025-11-25 20:31:07.610438,22.5,59.0,5.43,0,1,0,0,milho,2.1,12,0,10,3345.0
2025-11-25 20:31:12.610438,22.6,57.6,5.66,0,1,1,0,milho,2.2,12,0,0,4277.0
2025-11-25 20:31:17.610438,22.5,55.7,5.54,0,1,1,0,milho,2.4,12,0,0,3468.0
2025-11-25 20:31:22.610438,21.9,58.3,5.54,0,1,1,0,milho,2.2,12,0,0,4423.0
2025-11-25 20:31:27.610438,23.0,56.2,5.35,1,1,1,0,milho,2.4,0,0,0,5433.0
2025-11-25 20:31:32.610438,22.5,54.1,5.52,0,1,1,0,milho,2.6,12,0,0,3882.0
2025-11-25 20:31:37.610438,22.4,57.4,5.49,0,1,1,0,milho,2.3,12,0,0,3665.0
2025-11-25 20:31:42.610438,21.9,54.3,5.48,0,0,0,0,milho,2.6,12,8,10,2979.0
2025-11-25 20:31:47.610438,21.7,53.3,5.62,0,1,0,0,milho,2.7,12,0,10,3942.0
2025-11-25 20:31:52.610438,22.6,54.9,5.56,0,0,1,0,milho,2.5,12,8,0,4371.0
2025-11-25 20:31:57.610438,21.6,48.1,5.6,1,0,1,0,milho,3.2,0,8,0,2959.0
2025-11-25 20:32:02.610438,21.3,54.0,5.53,1,1,1,0,milho,2.6,0,0,0,5157.0
2025-11-25 20:32:07.610438,22.3,53.5,5.43,0,1,1,0,milho,2.6,12,0,0,4435.0
2025-11-25 20:32:12.610438,22.4,51.8,5.57,0,1,1,0,milho,2.8,12,0,0,4247.0
2025-11-25 20:32:17.610438,21.2,49.6,5.57,1,1,1,0,milho,3.0,0,0,0,4274.0
2025-11-25 20:32:22.610438,22.3,53.5,5.59,0,1,0,0,milho,2.6,12,0,10,2876.0
2025-11-25 20:32:27.610438,22.4,51.6,5.64,0,0,1,0,milho,2.8,12,8,0,3120.0
2025-11-25 20:32:32.610438,22.0,51.0,5.52,0,1,1,0,milho,2.9,12,0,0,4693.0
2025-11-25 20:32:37.610438,21.3,48.3,5.63,0,1,0,0,milho,3.2,12,0,10,2264.0
2025-11-25 20:32:42.610438,22.2,49.0,5.51,0,0,0,0,milho,3.1,12,8,10,1212.0
2025-11-25 20:32:47.610438,22.6,50.1,5.39,0,1,1,0,milho,3.0,12,0,0,3802.0
2025-11-25 20:32:52.610438,21.8,50.8,5.46,1,1,1,0,milho,2.9,0,0,0,3772.0
2025-11-25 20:32:57.610438,22.3,46.4,5.59,0,1,1,0,milho,3.4,12,0,0,2864.0
2025-11-25 20:33:02.610438,22.4,44.8,5.51,1,0,1,0,milho,3.5,0,8,0,3456.0
2025-11-25 20:33:07.610438,21.6,45.7,5.58,1,1,1,0,milho,3.4,0,0,0,3332.0
2025-11-25 20:33:12.610438,22.5,45.6,5.59,1,1,1,0,milho,3.4,0,0,0,4324.0
2025-11-25 20:33:17.610438,22.5,47.7,5.43,1,1,1,0,milho,3.2,0,0,0,3407.0
2025-11-25 20:33:22.610438,22.6,47.5,5.39,0,1,1,0,milho,3.2,12,0,0,2659.0
2025-11-25 20:33:27.610438,21.8,44.8,5.45,1,1,1,0,milho,3.5,0,0,0,2799.0
2025-11-25 20:33:32.610438,22.1,48.3,5.6,0,0,1,0,milho,3.2,12,8,0,3369.0
2025-11-25 20:33:37.610438,22.8,41.9,5.41,1,1,1,0,milho,3.8,0,0,0,4204.0
2025-11-25 20:33:42.610438,22.0,42.3,5.61,1,0,1,0,milho,3.8,0,8,0,2867.0
2025-11-25 20:33:47.610438,21.3,45.4,5.72,0,1,0,0,milho,3.5,12,0,10,3117.0
2025-11-25 20:33:52.610438,22.0,45.6,5.6,1,1,0,0,milho,3.4,0,0,10,2703.0
2025-11-25 20:33:57.610438,20.9,42.2,5.42,0,0,1,0,milho,3.8,12,8,0,2758.0
2025-11-25 20:34:02.610438,22.2,41.1,5.52,0,1,1,0,milho,3.9,12,0,0,2764.0
2025-11-25 20:34:07.610438,22.8,40.2,5.52,1,1,1,0,milho,4.0,0,0,0,3704.0
2025-11-25 20:34:12.610438,22.7,39.4,5.53,0,1,1,1,milho,7.1,12,0,0,2628.0
2025-11-25 20:34:17.610438,22.4,45.2,5.42,0,0,0,1,milho,3.5,12,8,10,1450.0
2025-11-25 20:34:22.610438,21.6,44.3,5.71,0,1,1,1,milho,3.6,12,0,0,2480.0
2025-11-25 20:34:27.610438,22.6,43.7,5.48,0,0,1,1,milho,3.6,12,8,0,2399.0
2025-11-25 20:34:32.610438,21.5,47.4,5.5,0,0,1,1,milho,3.3,12,8,0,2845.0
2025-11-25 20:34:37.610438,22.0,48.8,5.31,0,0,1,1,milho,3.1,12,8,0,2874.0
2025-11-25 20:34:42.610438,22.0,55.1,5.49,0,0,1,1,milho,2.5,12,8,0,3373.0
2025-11-25 20:34:47.610438,22.4,51.9,5.7,0,1,1,1,milho,2.8,12,0,0,3860.0
2025-11-25 20:34:52.610438,21.8,55.4,5.64,1,0,0,1,milho,2.5,0,8,10,2834.0
2025-11-25 20:34:57.610438,21.6,55.4,5.5,0,1,1,1,milho,2.5,12,0,0,3197.0
2025-11-25 20:35:02.610438,21.2,61.5,5.38,1,1,1,1,milho,1.8,0,0,0,4769.0
2025-11-25 20:35:07.610438,21.7,62.3,5.38,0,0,1,1,milho,1.8,12,8,0,2790.0
2025-11-25 20:35:12.610438,22.1,62.8,5.46,1,1,1,1,milho,1.7,0,0,0,4890.0
2025-11-25 20:35:17.610438,22.4,67.5,5.56,0,1,1,1,milho,1.2,12,0,0,4393.0
2025-11-25 20:35:22.610438,22.1,69.3,5.39,1,0,0,1,milho,1.1,0,8,10,3538.0
2025-11-25 20:35:27.610438,22.4,74.4,5.43,1,0,1,1,milho,0.0,0,8,0,3104.0
2025-11-25 20:35:32.610438,21.9,70.3,5.59,1,1,1,1,milho,0.0,0,0,0,4084.0
2025-11-25 20:35:37.610438,22.2,72.0,5.78,0,0,0,1,milho,0.0,12,8,10,1047.0
2025-11-25 20:35:42.610438,22.1,76.8,5.75,0,1,1,0,milho,0.0,12,0,0,2595.0
2025-11-25 20:35:47.610438,22.4,70.1,5.31,1,1,1,0,milho,0.0,0,0,0,3304.0
2025-11-25 20:35:52.610438,22.3,72.6,5.68,0,1,1,0,milho,0.0,12,0,0,3798.0
2025-11-25 20:35:57.610438,22.3,72.7,5.54,0,0,1,0,milho,0.0,12,8,0,2538.0
2025-11-25 20:36:02.610438,21.8,73.9,5.74,0,0,0,0,milho,0.0,12,8,10,2193.0
2025-11-25 20:36:07.610438,22.3,71.7,5.42,0,0,0,0,milho,0.0,12,8,10,1571.0
2025-11-25 20:36:12.610438,22.6,74.0,5.48,0,1,0,0,milho,0.0,12,0,10,2210.0
2025-11-25 20:36:17.610438,21.2,70.5,5.48,1,1,0,0,milho,0.0,0,0,10,2867.0
2025-11-25 20:36:22.610438,21.8,73.6,5.56,1,1,1,0,milho,0.0,0,0,0,3079.0
2025-11-25 20:36:27.610438,21.2,71.3,5.53,1,0,1,0,milho,0.0,0,8,0,3707.0
2025-11-25 20:36:32.610438,22.8,68.6,5.61,0,1,1,0,milho,1.1,12,0,0,4267.0
2025-11-25 20:36:37.610438,22.0,68.1,5.49,1,0,1,0,milho,1.2,0,8,0,3673.0
2025-11-25 20:36:42.610438,21.7,70.2,5.48,0,1,1,0,milho,0.0,12,0,0,2360.0
2025-11-25 20:36:47.610438,21.6,71.2,5.42,1,0,1,0,milho,0.0,0,8,0,3952.0
2025-11-25 20:36:52.610438,21.3,69.8,5.52,0,1,0,0,milho,1.0,12,0,10,3851.0
2025-11-25 20:36:57.610438,21.3,70.3,5.54,0,0,1,0,milho,0.0,12,8,0,1653.0
2025-11-25 20:37:02.610438,21.6,67.6,5.7,1,0,1,0,milho,1.2,0,8,0,4173.0
2025-11-25 20:37:07.610438,21.8,68.6,5.42,1,0,1,0,milho,1.1,0,8,0,4498.0
2025-11-25 20:37:12.610438,22.6,69.8,5.6,1,0,1,0,milho,1.0,0,8,0,3578.0
2025-11-25 20:37:17.610438,21.6,67.9,5.59,1,0,1,0,milho,1.2,0,8,0,3714.0
2025-11-25 20:37:22.610438,21.9,66.9,5.64,1,1,1,0,milho,1.3,0,0,0,4436.0
2025-11-25 20:37:27.610438,22.6,69.3,5.45,0,0,1,0,milho,1.1,12,8,0,3911.0
2025-11-25 20:37:32.610438,21.6,65.5,5.32,1,1,1,0,milho,1.4,0,0,0,5235.0
2025-11-25 20:37:37.610438,22.0,64.7,5.43,0,1,1,0,milho,1.5,12,0,0,3174.0
2025-11-25 20:37:42.610438,21.7,63.2,5.38,0,0,1,0,milho,1.7,12,8,0,2812.0
2025-11-25 20:37:47.610438,22.6,64.1,5.45,0,1,1,0,milho,1.6,12,0,0,3588.0
2025-11-25 20:37:52.610438,21.6,64.0,5.45,0,1,1,0,milho,1.6,12,0,0,2937.0
2025-11-25 20:37:57.610438,21.8,58.5,5.63,0,1,1,0,milho,2.1,12,0,0,3085.0
2025-11-25 20:38:02.610438,22.3,62.3,5.52,1,1,1,0,milho,1.8,0,0,0,5175.0
2025-11-25 20:38:07.610438,21.1,59.1,5.43,0,1,1,0,milho,2.1,12,0,0,4384.0
2025-11-25 20:38:12.610438,23.2,62.4,5.45,0,1,0,0,milho,1.8,12,0,10,3292.0
2025-11-25 20:38:17.610438,22.2,59.1,5.47,0,1,1,0,milho,2.1,12,0,0,5043.0
2025-11-25 20:38:22.610438,22.0,60.4,5.39,0,0,1,0,milho,2.0,12,8,0,3471.0
2025-11-25 20:38:27.610438,22.6,57.6,5.48,1,0,1,0,milho,2.2,0,8,0,5336.0
2025-11-25 20:38:32.610438,21.4,58.2,5.66,0,0,1,0,milho,2.2,12,8,0,3668.0
2025-11-25 20:38:37.610438,22.6,60.8,5.55,0,1,1,0,milho,1.9,12,0,0,3638.0
2025-11-25 20:38:42.610438,21.8,59.6,5.38,1,1,1,0,milho,2.0,0,0,0,3688.0
2025-11-25 20:38:47.610438,21.9,58.2,5.52,0,1,1,0,milho,2.2,12,0,0,3747.0
2025-11-25 20:38:52.610438,22.0,59.9,5.53,1,1,1,0,milho,2.0,0,0,0,5085.0
2025-11-25 20:38:57.610438,22.0,55.9,5.49,0,1,1,0,milho,2.4,12,0,0,3586.0
2025-11-25 20:39:02.610438,21.1,55.1,5.58,0,1,1,0,milho,2.5,12,0,0,3276.0
2025-11-25 20:39:07.610438,21.8,56.4,5.38,1,1,0,0,milho,2.4,0,0,10,4560.0
2025-11-25 20:39:12.610438,21.4,53.1,5.64,0,0,1,0,milho,2.7,12,8,0,2240.0
2025-11-25 20:39:17.610438,22.4,53.9,5.51,0,0,1,0,milho,2.6,12,8,0,3832.0
2025-11-25 20:39:22.610438,22.4,55.0,5.59,0,1,0,0,milho,2.5,12,0,10,3087.0
2025-11-25 20:39:27.610438,22.2,55.1,5.36,0,1,0,0,milho,2.5,12,0,10,1980.0
2025-11-25 20:39:32.610438,22.4,55.5,5.47,0,1,0,0,milho,2.4,12,0,10,3505.0
2025-11-25 20:39:37.610438,23.3,49.9,5.52,0,1,1,0,milho,3.0,12,0,0,2531.0
2025-11-25 20:39:42.610438,21.8,50.9,5.46,0,1,1,0,milho,2.9,12,0,0,3252.0
2025-11-25 20:39:47.610438,22.3,56.3,5.48,0,1,1,0,milho,2.4,12,0,0,3287.0
2025-11-25 20:39:52.610438,22.6,54.8,5.52,1,1,1,0,milho,2.5,0,0,0,4041.0
